CDUC,Local - Nome da Unidade de Conservação,Número da Estação Amostral,Nome da EA,km/dia de amostragem (esforço),data da amostragem ,Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"condição climática: aberto, nublado e chuvoso",nome dos observadores,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécies,"Clasificação taxonômica (espécie, gênero, família ou ordem)",Espécies validadas para análise do ICMBio,Número do animal no guia validado,Clasificação taxonômica validada,horário do avistamento,n° de animais,total ou parcial?,distância (m)     do animal em relação a trilha,marcação no transecto,teve problema durante a amostragem?  ,Observações
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:42:00,1,Total,10,3300,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,09:48:00,2,Parcial,3,3400,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:52:00,2,Total,5,3450,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:05:00,1,Total,15,3600,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:12:00,1,Total,6,3700,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:35:00,1,Total,0,4150,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:45:00,1,Total,1,4500,Nâo,
118,Flona do Jamari,1,Fazenda,,22/07/2016,22/07/2016,seca,06:30:00,11:25:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,11:01:00,1,Total,12,4600,Nâo,
118,Flona do Jamari,1,Fazenda,5000,23/07/2016,23/07/2016,seca,06:32:00,11:23:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:28:00,1,Total,9,2250,Nâo,
118,Flona do Jamari,1,Fazenda,,23/07/2016,23/07/2016,seca,06:32:00,11:23:00,aberto,Pedro e Paulo,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,09:15:00,1,Total,6,3100,Nâo,
118,Flona do Jamari,1,Fazenda,,23/07/2016,23/07/2016,seca,06:32:00,11:23:00,aberto,Pedro e Paulo,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,09:48:00,3,Parcial,7,3350,Nâo,
118,Flona do Jamari,1,Fazenda,,23/07/2016,23/07/2016,seca,06:32:00,11:23:00,aberto,Pedro e Paulo,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,10:54:00,3,Total,24,4300,Nâo,
118,Flona do Jamari,1,Fazenda,5000,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,06:35:00,1,Total,12,100,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,166,Mamíferos,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,,Urosciurus spadiceus,166,E,06:49:00,1,Total,7,350,Nâo,Quatipurú vermelho
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,121,Mamíferos,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,Pecari tajacu,121,E,06:55:00,1,Total,11,450,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,07:59:00,4,Total,11,1500,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,08:12:00,2,Parcial,6,1600,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,08:15:00,1,Total,15,1700,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,08:15:00,2,Total,9,1700,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,08:19:00,2,Total,9,1750,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,08:20:00,1,Total,15,1750,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:20:00,1,Parcial,11,1750,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:27:00,1,Total,11,1850,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:48:00,2,Total,6,2300,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:51:00,1,Total,12,2350,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:00:00,1,Total,6,2500,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:24:00,1,Total,11,3050,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,09:39:00,2,Total,11,3300,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:15:00,1,Total,6,3800,Nâo,
118,Flona do Jamari,1,Fazenda,,24/07/2016,24/07/2016,seca,06:30:00,11:27:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,10:15:00,1,Total,1,4300,Nâo,
118,Flona do Jamari,1,Fazenda,5000,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,06:35:00,6,Parcial,1,100,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,06:35:00,1,Parcial,1,100,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:15:00,1,Total,11,1800,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:46:00,3,Parcial,7,2250,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:14:00,1,Total,10,2800,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:50:00,1,Total,7,3450,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,09:51:00,2,Total,26,3450,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,10:00:00,1,Parcial,5,3550,Nâo,
118,Flona do Jamari,1,Fazenda,,25/07/2016,25/07/2016,seca,06:30:00,11:24:00,aberto,Pedro e Paulo,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,11:03:00,1,Total,6,4500,Nâo,
118,Flona do Jamari,1,Fazenda,5000,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,06:45:00,7,Parcial,"2,00",300,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,07:03:00,1,Total,"2,00",500,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:39:00,1,Total,1,1750,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:02:00,1,Total,1,2550,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,08:49:00,3,Total,44,3750,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,09:07:00,1,Total,12,3800,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,09:23:00,4,Parcial,"23,00",4050,Nâo,
118,Flona do Jamari,1,Fazenda,,29/05/2017,29/05/2017,seca,06:28:00,10:22:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,10:05:00,1,Total,0,4950,Nâo,
118,Flona do Jamari,1,Fazenda,5000,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,06:35:00,1,Total,0,400,Nâo,
118,Flona do Jamari,1,Fazenda,,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:48:00,2,Total,11,450,Nâo,
118,Flona do Jamari,1,Fazenda,,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:43:00,1,Total,32,1350,Nâo,
118,Flona do Jamari,1,Fazenda,,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,08:51:00,3,Total,1,3200,Nâo,
118,Flona do Jamari,1,Fazenda,,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,09:08:00,1,Total,22,3450,Nâo,
118,Flona do Jamari,1,Fazenda,,30/05/2017,30/05/2017,seca,06:30:00,10:45:00,nublado,Bruno e Jucimar,121,Mamíferos,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,Pecari tajacu,121,E,09:31:00,4,Parcial,7,3700,Nâo,
118,Flona do Jamari,1,Fazenda,5000,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:57:00,2,Total,0,350,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,06:58:00,1,Total,1,400,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:02:00,1,Total,7,400,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,07:18:00,1,Total,12,600,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,07:48:00,5,Parcial,18,1050,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,08:10:00,1,Total,19,1450,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,72,Mamíferos,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,,Tamandua tetradactyla,72,E,08:42:00,1,Total,11,2100,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,09:58:00,3,Parcial,13,3650,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,10:32:00,8,Parcial,21,4450,Nâo,
118,Flona do Jamari,1,Fazenda,,31/05/2017,31/05/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,32,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,32,F,10:47:00,4,Total,1,4900,Nâo,
118,Flona do Jamari,1,Fazenda,5000,01/06/2017,01/06/2017,seca,06:33:00,10:49:00,nublado,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,08:00:00,1,Total,"15,00",1450,Nâo,
118,Flona do Jamari,1,Fazenda,,01/06/2017,01/06/2017,seca,06:33:00,10:49:00,nublado,Bruno e Jucimar,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:22:00,4,Total,18,1800,Nâo,
118,Flona do Jamari,1,Fazenda,,01/06/2017,01/06/2017,seca,06:33:00,10:49:00,nublado,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,25,G,09:01:00,2,Total,9,1450,Nâo,
118,Flona do Jamari,1,Fazenda,,01/06/2017,01/06/2017,seca,06:33:00,10:49:00,nublado,Bruno e Jucimar,119,Mamíferos,Artiodactyla,Cervidae,Mazama,Mazama sp.,G,Mazama sp.,119,G,10:31:00,1,Total,11,4450,Nâo,
118,Flona do Jamari,1,Fazenda,5000,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,07:02:00,2,Total,6,350,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,07:55:00,3,Total,33,1250,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,07:59:00,1,Total,0,1300,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:26:00,1,Total,7,1950,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,08:46:00,1,Total,12,2500,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,09:17:00,1,Total,"15,00",3250,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,09:45:00,2,Total,8,3600,Nâo,
118,Flona do Jamari,1,Fazenda,,02/06/2017,02/06/2017,seca,06:30:00,10:54:00,aberto,Bruno e Jucimar,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,,Saguinus weddelli,197,E,09:55:00,4,Parcial,14,3800,Nâo,
118,Flona do Jamari,1,Fazenda,5000,03/06/2017,03/06/2017,seca,06:31:00,10:39:00,aberto,Bruno e Jucimar,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,07:56:00,1,Total,0,1300,Nâo,
118,Flona do Jamari,1,Fazenda,,03/06/2017,03/06/2017,seca,06:31:00,10:39:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:37:00,1,Total,9,3800,Nâo,
118,Flona do Jamari,1,Fazenda,,03/06/2017,03/06/2017,seca,06:31:00,10:39:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,10:02:00,1,Total,16,4100,Nâo,
118,Flona do Jamari,1,Fazenda,,03/06/2017,03/06/2017,seca,06:31:00,10:39:00,aberto,Bruno e Jucimar,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,10:06:00,2,Total,3,4150,Nâo,
118,Flona do Jamari,1,Fazenda,5000,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:31:00,2,Total,20,50,Nâo,
118,Flona do Jamari,1,Fazenda,,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,06:42:00,2,Total,6,250,Nâo,
118,Flona do Jamari,1,Fazenda,,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:43:00,1,Total,13,300,Nâo,
118,Flona do Jamari,1,Fazenda,,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,06:43:00,1,Total,0,300,Nâo,
118,Flona do Jamari,1,Fazenda,,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:23:00,1,Total,19,700,Nâo,
118,Flona do Jamari,1,Fazenda,,04/06/2017,04/06/2017,seca,06:30:00,10:51:00,aberto,Bruno e Jucimar,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:15:00,3,Parcial,11,4000,Nâo,
118,Flona do Jamari,1,Fazenda,5000,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,06:38:00,4,Parcial,6,100,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,06:46:00,1,Total,0,400,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,07:11:00,2,Total,"2,00",550,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,07:44:00,3,Parcial,13,1050,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,08:07:00,2,Total,21,1300,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,09:11:00,3,Total,"2,00",3800,Nâo,
118,Flona do Jamari,1,Fazenda,,05/06/2017,05/06/2017,seca,06:30:00,10:50:00,aberto,Bruno e Jucimar,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,10:29:00,2,Total,9,4900,Nâo,
118,Flona do Jamari,1,Fazenda,5000,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,06:41:00,1,Total,11,100,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:56:00,2,Total,7,350,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,06:58:00,4,Total,0,350,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,25,Aves,Tinamiformes,Tinamidae,Tinamus,,F,Tinamidae,25,F,07:10:00,1,Total,0,550,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,07:45:00,3,Parcial,0,1250,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,,Dasyprocta cf. fuliginosa,137,E,07:57:00,1,Total,"15,00",1500,Nâo,
118,Flona do Jamari,1,Fazenda,,06/06/2017,06/06/2017,seca,06:33:00,11:05:00,aberto,Bruno e Jucimar,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,08:46:00,3,Total,30,2450,Nâo,
